STRUCTURE_NUMBER_008,LOCATION_009,"coordinates (lat, lon)",_year_built,_super_cond,N_i,lambda_i,p_truck,s_elem,V_elem,V_age,s_des,V_des,Risk_truck,Risk_Rank,Risk_Level,Risk_Explanation,Street_View_URL
22200237405288.000,'0.9 MI E OF NEW YORK AVE',"32.677458, -97.062603",1975,7,22,2.2,0.889196842,1,0.666666667,1.428571429,1,0.666666667,0.564569423,82,Top 100,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.677458,-97.062603"
121020027114120.000,'0.5 MI NW OF US 90',"29.802556, -95.280258",1964,5,2,0.2,0.181269247,3,1.333333333,1.742857143,3,1.333333333,0.561646936,83,Top 100,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.802556,-95.280258"
22200237405289.000,'0.9 MI E OF NEW YORK AVE',"32.6772, -97.062594",1975,7,21,2.1,0.877543572,1,0.666666667,1.428571429,1,0.666666667,0.557170522,84,Top 100,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.677200,-97.062594"
180570000911079.000,'1.8 Mi W of IH 45',"32.769792, -96.808933",1911,5,1,0.1,0.095162582,3,1.333333333,3.257142857,3,1.333333333,0.551036665,85,Top 100,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.769792,-96.808933"
121020050801365.000,'1.7 MI E OF FM 526',"29.770792, -95.186519",1961,6,6,0.6,0.451188364,2,1,1.828571429,1,0.666666667,0.550020101,86,Top 100,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.770792,-95.186519"
22200000806054.000,'3.2 Mi E of IH 820',"32.732161, -97.167683",1947,6,13,1.3,0.727468207,2,1,2.228571429,0,0.333333333,0.540404954,87,Top 100,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.732161,-97.167683"
150150001710188.000,'4.3 MI E OF IH 37/US 281',"29.484047, -98.403044",1962,6,23,2.3,0.899741156,2,1,1.8,0,0.333333333,0.539844694,88,Top 100,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.484047,-98.403044"
150150001710189.000,'4.3 MI E OF IH 37/US 281',"29.48405, -98.403289",1962,6,23,2.3,0.899741156,2,1,1.8,0,0.333333333,0.539844694,88,Top 100,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.484050,-98.403289"
150150007208398.000,'0.1 MI N OF DEZAVALA RD',"29.564389, -98.590825",1968,,4,0.4,0.329679954,2,1,1.628571429,2,1,0.536907354,90,Top 100,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.564389,-98.590825"
150150007208158.000,'0.1 MI S OF LP 1604',"29.590886, -98.598475",1968,,4,0.4,0.329679954,2,1,1.628571429,2,1,0.536907354,90,Top 100,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.590886,-98.598475"
150150001710333.000,'5.25 MI S OF SH 218',"29.510814, -98.397886",1983,6,11,1.1,0.667128916,2,1,1.2,1,0.666666667,0.533703133,92,Top 100,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.510814,-98.397886"
110030019904012.000,'US 69 @ SH 7',"31.451536, -94.866914",1924,,2,0.2,0.181269247,2,1,2.885714286,2,1,0.523091255,93,Top 100,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.451536,-94.866914"
170260095501004.000,'0.25 MI E OF SH 36',"30.533933, -96.684231",1984,7,11,1.1,0.667128916,1,0.666666667,1.171428571,2,1,0.520995916,94,Top 100,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.533933,-96.684231"
142270001513101.000,'5.85 MI S OF US 183',"30.261156, -97.736708",1955,6,3,0.3,0.259181779,2,1,2,2,1,0.518363559,95,Top 100,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.261156,-97.736708"
170210004912089.000,'2.1 MI SE OF US 190/SH 21',"30.672094, -96.338069",1971,6,7,0.7,0.503414696,2,1,1.542857143,1,0.666666667,0.517797973,96,Top 100,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.672094,-96.338069"
180570000911372.000,'0.6 Mi W of LP 12',"32.796069, -96.692206",1959,6,17,1.7,0.817316476,2,1,1.885714286,0,0.333333333,0.513741785,97,Top 100,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.796069,-96.692206"
121020050003218.000,'IH 610 @ IH 45 (INTERCHG)',"29.697244, -95.290172",1951,6,2,0.2,0.181269247,2,1,2.114285714,3,1.333333333,0.511006639,98,Top 100,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.697244,-95.290172"
150150B20770001,'0.1 MI W OF ROOSEVELT AVE',"29.401892, -98.487875",1971,6,4,0.4,0.329679954,2,1,1.542857143,2,1,0.508649072,99,Top 100,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.401892,-98.487875"
22200226602067.000,'0.7 MI S OF IH 30',"32.748925, -97.062536",1976,8,17,1.7,0.817316476,1,0.666666667,1.4,1,0.666666667,0.508552474,100,Top 100,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.748925,-97.062536"
22200226602023.000,'0.7 MI. SOUTH OF IH 30',"32.748908, -97.062806",1976,7,17,1.7,0.817316476,1,0.666666667,1.4,1,0.666666667,0.508552474,100,Top 100,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.748908,-97.062806"
121020050003222.000,'IH 610 @ IH 45 (INTERCHG)',"29.697603, -95.288922",1952,6,2,0.2,0.181269247,2,1,2.085714286,3,1.333333333,0.504101144,102,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.697603,-95.288922"
181300009503094.000,'0.1 MI NW OF FM 548',"32.743522, -96.449403",1957,,3,0.3,0.259181779,2,1,1.942857143,2,1,0.503553171,103,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.743522,-96.449403"
150150B34145010,'0.12 MI NW OF IH 35',"29.533944, -98.390553",1997,,7,0.7,0.503414696,2,1,1,2,1,0.503414696,104,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.533944,-98.390553"
121020011006075.000,'1.8 MI S OF BELTWAY 8',"29.915892, -95.412978",1991,,7,0.7,0.503414696,2,1,1,2,1,0.503414696,104,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.915892,-95.412978"
022200C01795002,'0.1 Mi E of US 287',"32.633767, -97.175161",2021,,7,0.7,0.503414696,2,1,1,2,1,0.503414696,104,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.633767,-97.175161"
091470AA0786003,'0.95 MI S OF SH 164',"31.508519, -96.541744",1921,5,1,0.1,0.095162582,3,1.333333333,2.971428571,3,1.333333333,0.502700116,107,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.508519,-96.541744"
180570019603282.000,'3.3 Mi NW of Spur 366',"32.811022, -96.850028",1959,6,5,0.5,0.39346934,2,1,1.885714286,1,0.666666667,0.494647171,108,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.811022,-96.850028"
60690000501092.000,'0.80 MI W OF E LP 338',"31.868531, -102.321786",1960,7,5,0.5,0.39346934,1,0.666666667,1.857142857,2,1,0.487152517,109,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.868531,-102.321786"
60690000501091.000,'0.80 MI W OF E LP 338',"31.868378, -102.321689",1960,7,5,0.5,0.39346934,1,0.666666667,1.857142857,2,1,0.487152517,109,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.868378,-102.321689"
180570237407426.000,'3.6 MI W OF IH 35E',"32.915967, -96.958394",1992,6,13,1.3,0.727468207,2,1,1,1,0.666666667,0.484978805,111,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.915967,-96.958394"
150150007212067.000,'2.2 MI S OF WEST AVE',"29.466469, -98.515183",1960,,3,0.3,0.259181779,2,1,1.857142857,2,1,0.48133759,112,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.466469,-98.515183"
60690000407070.000,'3.55 MI W  OF US 385',"31.813975, -102.405961",1969,6,6,0.6,0.451188364,2,1,1.6,1,0.666666667,0.481267588,113,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.813975,-102.405961"
140110011404502.000,'1.0 MI W OF FM 1704',"30.345272, -97.380822",1969,6,6,0.6,0.451188364,2,1,1.6,1,0.666666667,0.481267588,113,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.345272,-97.380822"
60690000407069.000,'3.55 MI W  OF US 385',"31.813983, -102.406175",1969,6,6,0.6,0.451188364,2,1,1.6,1,0.666666667,0.481267588,113,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.813983,-102.406175"
150150B07505007,'1.1 MI W OF IH 10',"29.419753, -98.439711",1933,,2,0.2,0.181269247,2,1,2.628571429,2,1,0.476479163,116,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.419753,-98.439711"
142270001513209.000,'IH 35/US 183 INTERCHANGE',"30.339097, -97.700036",1962,7,9,0.9,0.59343034,1,0.666666667,1.8,1,0.666666667,0.474744272,117,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.339097,-97.700036"
130760026901036.000,'0.15 MI S OF US 90',"29.679847, -96.903322",1934,6,2,0.2,0.181269247,2,1,2.6,2,1,0.471300042,118,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.679847,-96.903322"
222330002301004.000,'1.5 MI E OF US 277',"29.370169, -100.8623",1935,,2,0.2,0.181269247,2,1,2.571428571,2,1,0.466120921,119,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.370169,-100.862300"
121020325601172.000,'1.9 MI N OF IH 10',"29.812722, -95.563803",1990,6,12,1.2,0.698805788,2,1,1,1,0.666666667,0.465870525,120,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.812722,-95.563803"
162050010104040.000,'0.45 MI NE OF FM 893',"27.881033, -97.319197",1971,6,6,0.6,0.451188364,2,1,1.542857143,1,0.666666667,0.46407946,121,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.881033,-97.319197"
121020050003080.000,'4.00 MI N  OF IH 610',"29.859456, -95.402519",1959,7,8,0.8,0.550671036,1,0.666666667,1.885714286,1,0.666666667,0.461514773,122,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.859456,-95.402519"
121020050003078.000,'4.75 MI N  OF IH 610',"29.869889, -95.407842",1959,7,8,0.8,0.550671036,1,0.666666667,1.885714286,1,0.666666667,0.461514773,122,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.869889,-95.407842"
82090010703012.000,'7.55 MI E OF SH 6',"32.690411, -99.165022",1930,5,1,0.1,0.095162582,3,1.333333333,2.714285714,3,1.333333333,0.459197221,124,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.690411,-99.165022"
11390169001098.000,'2.4 MI E OF FM 79',"33.686492, -95.55435",1964,6,5,0.5,0.39346934,2,1,1.742857143,1,0.666666667,0.4571739,125,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.686492,-95.554350"
180570019702180.000,'1.60 MI SE OF IH 20',"32.679617, -96.608747",1937,,2,0.2,0.181269247,2,1,2.514285714,2,1,0.455762678,126,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.679617,-96.608747"
180570019702181.000,'1.60 MI SE OF IH 20',"32.678978, -96.609119",1937,,2,0.2,0.181269247,2,1,2.514285714,2,1,0.455762678,126,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.678978,-96.609119"
150150025304014.000,'0.80 MI S OF E BITTERS RD',"29.554189, -98.486506",1933,7,3,0.3,0.259181779,1,0.666666667,2.628571429,2,1,0.454185213,128,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.554189,-98.486506"
150150007208392.000,'0.02 MI E OF IH 10 WB FR',"29.649164, -98.621631",2009,,6,0.6,0.451188364,2,1,1,2,1,0.451188364,129,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.649164,-98.621631"
61650000514164.000,'AT JCT OF LP 250 & IH 20',"31.948617, -102.14335",1965,6,5,0.5,0.39346934,2,1,1.714285714,1,0.666666667,0.449679246,130,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.948617,-102.143350"
161780061701021.000,'1.0 MI E OF FM 43',"27.71465, -97.384361",1972,7,11,1.1,0.667128916,1,0.666666667,1.514285714,1,0.666666667,0.44898835,131,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.714650,-97.384361"
161780061701040.000,'1.0 MI E OF FM 43',"27.714778, -97.384289",1972,7,11,1.1,0.667128916,1,0.666666667,1.514285714,1,0.666666667,0.44898835,131,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.714778,-97.384289"
150150002502011.000,'BEXAR-GUADALUPE CO LINE',"29.501281, -98.186703",1933,5,1,0.1,0.095162582,3,1.333333333,2.628571429,3,1.333333333,0.444696256,133,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.501281,-98.186703"
22200106801132.000,'0.2 MI W OF SH 183',"32.737831, -97.443472",1965,,3,0.3,0.259181779,2,1,1.714285714,2,1,0.444311622,134,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.737831,-97.443472"
150150002408113.000,'0.05 MI S  OF US 90',"29.401158, -98.538361",1965,,3,0.3,0.259181779,2,1,1.714285714,2,1,0.444311622,134,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.401158,-98.538361"
60690000513186.000,'4.15 MI E OF US 385',"31.866289, -102.301953",1966,6,5,0.5,0.39346934,2,1,1.685714286,1,0.666666667,0.442184592,136,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.866289,-102.301953"
150150052104286.000,'1.6 Mi SW of SH 16',"29.466083, -98.618833",2008,8,49,4.9,0.992553417,1,0.666666667,1,1,0.666666667,0.441134852,137,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.466083,-98.618833"
150150052104285.000,'1.6 Mi SW of SH 16',"29.4661, -98.619125",2008,7,49,4.9,0.992553417,1,0.666666667,1,1,0.666666667,0.441134852,137,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.466100,-98.619125"
180710004804053.000,'1.5 MI NE OF US 287',"32.445183, -96.848897",1958,5,3,0.3,0.259181779,3,1.333333333,1.914285714,1,0.666666667,0.441020424,139,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.445183,-96.848897"
142270001513210.000,'AT IH 35/US 183 INTERCHNG',"30.3392, -97.700219",1962,7,8,0.8,0.550671036,1,0.666666667,1.8,1,0.666666667,0.440536829,140,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=30.339200,-97.700219"
240720000212070.000,'0.2 MI N OF SH 20',"31.770381, -106.425503",1940,,2,0.2,0.181269247,2,1,2.428571429,2,1,0.440225314,141,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.770381,-106.425503"
22200106801291.000,'0.1 MI E OF SUMMIT',"32.744217, -97.337028",2000,6,4,0.4,0.329679954,2,1,1,3,1.333333333,0.439573272,142,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.744217,-97.337028"
72260015802063.000,'2.1 MI E OF US 87',"31.475422, -100.413219",2000,6,4,0.4,0.329679954,2,1,1,3,1.333333333,0.439573272,142,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=31.475422,-100.413219"
22200000813403.000,'1.0 MI N OF SH 10',"32.823856, -97.205683",1998,6,4,0.4,0.329679954,2,1,1,3,1.333333333,0.439573272,142,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.823856,-97.205683"
180610008113070.000,'0.10 MI N OF SH 114',"33.027378, -97.273467",1966,,3,0.3,0.259181779,2,1,1.685714286,2,1,0.436906428,145,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.027378,-97.273467"
150150007207395.000,'1.24 MI S OF BOERNE STAGE',"29.649969, -98.623122",1966,,3,0.3,0.259181779,2,1,1.685714286,2,1,0.436906428,145,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.649969,-98.623122"
11130061001184.000,'4.0 MI E OF FM 69',"33.155117, -95.426269",1962,5,2,0.2,0.181269247,3,1.333333333,1.8,2,1,0.435046193,147,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.155117,-95.426269"
11130061001185.000,'4.0 MI E OF FM 69',"33.155292, -95.426356",1962,5,2,0.2,0.181269247,3,1.333333333,1.8,2,1,0.435046193,147,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.155292,-95.426356"
150460025303019.000,'3.95 MI N OF SH 46',"29.852972, -98.408006",1935,5,1,0.1,0.095162582,3,1.333333333,2.571428571,3,1.333333333,0.435028946,149,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.852972,-98.408006"
190190061006114.000,'1.50 MI E OF SH 8',"33.472053, -94.382039",1967,6,5,0.5,0.39346934,2,1,1.657142857,1,0.666666667,0.434689938,150,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=33.472053,-94.382039"
161780007406172.000,'0.10 MI W OF US 181',"27.799656, -97.398172",1959,5,3,0.3,0.259181779,3,1.333333333,1.885714286,1,0.666666667,0.43443803,151,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=27.799656,-97.398172"
022200ZU4000006,'0.7 MI S OF IH 30',"32.724611, -97.361217",1936,5,1,0.1,0.095162582,3,1.333333333,2.542857143,3,1.333333333,0.430195291,152,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.724611,-97.361217"
22200017209159.000,'1.40 MI S OF FM 157',"32.581622, -97.132114",1982,5,5,0.5,0.39346934,3,1.333333333,1.228571429,1,0.666666667,0.429693502,153,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=32.581622,-97.132114"
121020325602004.000,'2.0 MI E OF IH 45',"29.938764, -95.381342",1968,7,9,0.9,0.59343034,1,0.666666667,1.628571429,1,0.666666667,0.429530532,154,All Bridges,,"https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=29.938764,-95.381342"
